基址	名称	JP_NAME	EN_NAME	备注&二级类别
main+02271504	纯洁的玫瑰念珠	純真のロザリオ	Rosary of Purity	
main+02271505	甘露吊饰	アムリタチャーム	Amrita Charm	
main+02271506	甘露螺旋吊饰	アムリタ螺旋チャーム	Spiral Amrita Charm	
main+02271507	救世之冠	救世の冠	Salvation Crown	
main+02271508	注目戒指	ひきつけリング	Alluring Belt	
main+02271509	潜伏戒指	潜伏リング	Hidden Ring	
main+0227150A	觉醒吊饰	目覚ましチャーム	Alarm Charm	
main+0227150B	能量螺旋吊饰	エナジー螺旋チャーム	Spiral Energy Charm	
main+0227150C	能量吊饰	エナジーャーム	Energy Charm	
main+0227150D	宁息吊饰	事無きのチャーム	Baisudi Charm	
main+0227150E	觉醒螺旋吊饰	目覚まし螺旋チャーム	Spiral Alarm Charm	
main+0227150F	宁息螺旋吊饰	事無きの螺旋チャーム	Spiral Baisudi Charm	
main+02271510	罗刹脚环	羅刹のアンクル	Rasetsu Anklet	
main+02271511	金刚脚环	金剛のアンクル	Vajra Anklet	
main+02271512	猫胸针	キャットブローチ	Cat Brooch	
main+02271513	激昂脚环	ライザーアンクル	Heat Riser Anklet	
main+02271514	罗刹螺旋脚环	羅刹の螺旋アンクル	Spiral Rastsu Anklet	
main+02271515	金刚螺旋脚环	金剛の螺旋アンクル	Spiral Vajra Anklet	
main+02271516	韦驮天螺旋脚环	韋駄天の螺旋アンクル	Spiral Idaten Anklet	
main+02271517	绝路胸针	崖っぷちブローチ	Savior Brooch	
main+02271518	乏力脚环	非力のアンクル	Weak Anklet	
main+02271519	防弱脚环	忘弱のアンクル	Feeble Anklet	
main+0227151A	失速脚环	失速のアンクル	Stalling Anklet	
main+0227151B	随机脚环	ランダマアンクル	Debilitate Anklet	
main+0227151C	乏力螺旋脚环	非力の螺旋アンクル	Spiral Weak Anklet	
main+0227151D	防弱螺旋脚环	防弱の螺旋アンクル	Spiral Feeble Anklet	
main+0227151E	失速螺旋脚环	失速の螺旋アンクル	Spiral Stalling Anklet	
main+0227151F	除灵脚环	除霊アンクル	Dekunda Anklet	
main+02271520	洗礼脚环	洗礼アンクル	Calming Anklet	
main+02271521	瞬间强化脚环	瞬間増強のアンクル	Empowering Anklet	
main+02271522	聚精会神脚环	精神集中のアンクル	Concentration Anklet	
main+02271523	反叛脚环	リベリオンアンクル	Rebellion Anklet	
main+02271524	大革命脚环	大革命のアンクル	Revolution Anklet	
main+02271525	魔反镜护符	魔反鏡の護符	Magic Mirror Charm	
main+02271526	物反镜护符	物反鏡の護符	Phys Mirror Charm	
main+02271527	不灭护符	不滅の護符	Immortal Charm	
main+02271528	破铁壁护符	鉄壁壊しの護符	Wall Break Charm	
main+02271529	破魔镜护符	魔鏡壊しの護符	Barrier Break Charm	
main+0227152A	抗火盾饰	火伏せの盾飾り	AntiFire Choker	
main+0227152B	抗冰盾饰	氷伏せの盾飾り	AntiIce Choker	
main+0227152C	抗雷盾饰	雷伏せの盾飾り	AntiElec Choker	
main+0227152D	抗风盾饰	風伏せの盾飾り	AntiWind Choker	
main+0227152E	召火铃	火呼びのチャイム	Fire Breaker Bell	
main+0227152F	召冰铃	氷呼びのチャイム	Ice Breaker Bell	
main+02271530	召风铃	風呼びのチャイム	Wind Breaker Bell	
main+02271531	召雷铃	雷呼びのチャイム	Elec Breaker Bell	
main+02271532	抗热盾饰	熱伏せの盾飾り	AntiNuke Choker	
main+02271533	抗念力盾饰	念力伏せの盾飾り	AntiPsy Choker	
main+02271534	召核热铃	核熱呼びのチャイム	Nuke Breaker Bell	
main+02271535	召念力铃	念力呼びのチャイム	Psy Breaker Bell	
main+02271536	0x1E2	0x1E2	0x1E2	
main+02271537	摄政王R	リージェントR	Regent R	
main+02271538	王后的项链R	女王の首飾りR	Queen's Necklace R	
main+02271539	命运之石R	スクーンの石R	Stone of Scone R	
main+0227153A	光之山R	コ・イ・ヌールR	KohiNoor R	
main+0227153B	奥尔洛夫R	オルロフR	Orlov R	
main+0227153C	大帝的护符R	大帝の護符R	Emperor's Charm R	
main+0227153D	希望钻石R	ホープダイヤR	Hope Diamond R	
main+0227153E	水晶骷髅R	水晶髑髏R	Crystal Skull R	
main+0227153F	奥利哈钢	オリハルコン	Orichalcum	
main+02271540	奥利哈钢R	オリハルコンR	Orichalcum R	
main+02271541	决胜戒指	勝負のリング	Gambler's Ring	
main+02271542	幻视根付	目眩しの根付	Dazzling Necklace	
main+02271543	核子胸针	核のブローチ	Nuke Brooch	
main+02271544	星夜手套	スターナイトグローブ	Starlight Glove	
main+02271545	月夜耳机	ムーンナイトギア	Moonlight Phones	
main+02271546	看守的警棍	看守の警棒	Warden's Baton	
main+02271547	翔羽侠披风	フェザーマント	Feather Cape	
main+02271548	恶魔装置	デモニカデバイス	Demonica Device	
main+02271549	电影挂绳	シネマストラップ	Camera Strap	
main+0227154A	继承技能饰品	引継ぎスキルアクセ	Unused Item	
main+0227154B	0x1F7	0x1F7	0x1F7	未使用
main+0227154C	0x1F8	0x1F8	0x1F8	未使用
main+0227154D	0x1F9	0x1F9	0x1F9	未使用
main+0227154E	0x1FA	0x1FA	0x1FA	未使用
main+0227154F	0x1FB	0x1FB	0x1FB	未使用
main+02271550	0x1FC	0x1FC	0x1FC	未使用
main+02271551	0x1FD	0x1FD	0x1FD	未使用
main+02271552	0x1FE	0x1FE	0x1FE	未使用
main+02271553	0x1FF	0x1FF	0x1FF	未使用
