基址	名称	JP_NAME	EN_NAME	备注&二级类别
main+022719B4	RESERVE	リザーブ	RESERVE	
main+022719B5	RESERVE	リザーブ	RESERVE	
main+022719B6	RESERVE	リザーブ	RESERVE	
main+022719B7	RESERVE	リザーブ	RESERVE	
main+022719B8	RESERVE	リザーブ	RESERVE	
main+022719B9	RESERVE	リザーブ	RESERVE	
main+022719BA	古城的地图	古城の地図	Castle Map	
main+022719BB	塔的地图	塔の地図	Tower Map	
main+022719BC	RESERVE	リザーブ	RESERVE	
main+022719BD	鸭志田金牌	カモシダ金メダル	Kamoshida's Medal	
main+022719BE	RESERVE	リザーブ	RESERVE	
main+022719BF	RESERVE	リザーブ	RESERVE	
main+022719C0	RESERVE	リザーブ	RESERVE	
main+022719C1	RESERVE	リザーブ	RESERVE	
main+022719C2	RESERVE	リザーブ	RESERVE	
main+022719C3	王之书	王の書	The King Book	
main+022719C4	王妃之书	王妃の書	The Queen Book	
main+022719C5	奴隶之书	奴隷の書	The Slave Book	
main+022719C6	绿色启动钥匙	緑の稼動キー	Green Key	
main+022719C7	红色启动钥匙	赤の稼動キー	Red Key	
main+022719C8	色欲的右眼	色欲の右目	Randy Right Eye	
main+022719C9	情欲的左眼	情欲の左目	Lustful Left Eye	
main+022719CA	启动钥匙・右	起動キー・右	Right Key	
main+022719CB	启动钥匙・左	起動キー・左	Left Key	
main+022719CC	暗影金城的笔记本?	シャドウ金城の手帳？	Kaneshiro's Journal	
main+022719CD	被撕掉的内页1	破り取られたページ１	Torn Page 1	
main+022719CE	被撕掉的内页2	破り取られたページ２	Torn Page 2	
main+022719CF	被撕掉的内页3	破り取られたページ３	Torn Page 3	
main+022719D0	被撕掉的内页4	破り取られたページ４	Torn Page 4	
main+022719D1	被撕掉的内页5	破り取られたページ５	Torn Page 5	
main+022719D2	被撕掉的内页6	破り取られたページ６	Torn Page 6	
main+022719D3	深渊的宝玉	奈落の宝玉	Abyss Gem	
main+022719D4	拒绝的宝玉	拒絶の宝玉	Rejection Gem	
main+022719D5	自责的宝玉	自責の宝玉	Guilt Gem	
main+022719D6	庇护的宝玉	庇護の宝玉	Sanctuary Gem	
main+022719D7	会员卡	メンバーズ・カード	Members Card	
main+022719D8	被偷走的莎草纸	盗まれたパピルス	Stolen Papyrus	
main+022719D9	金字塔的结构图	ピラミッドの見取り図	Pyramid Sketch	
main+022719DA	会员楼层专用导览图	メンバーズ用案内図	Members Foor Map	
main+022719DB	高倍率楼层专用导览图	ハイレート用案内図	High Limit Floor Map	
main+022719DC	银行地下层的设计图	銀行地下の設計図	Basement Blueprint	
main+022719DD	高倍率卡	ハイレート・カード	High Limit Card	
main+022719DE	宇宙基地的地图	宇宙基地の地図	Spaceport Map	
main+022719DF	系长的员工证	係長の社員証	Chief Clerk ID	
main+022719E0	课长的员工证	課長の社員証	Section Chief ID	
main+022719E1	部长的员工证	部長の社員証	Chief Director ID	
main+022719E2	美术馆的结构图・上	美術館の見取り図・上	Museum Brochure 1	
main+022719E3	美术馆的结构图・下	美術館の見取り図・下	Museum Brochure 2	
main+022719E4	银行内部的设计图	銀行内の設計図	Bank Blueprint	
main+022719E5	银行的钥匙卡	銀行用カードキー	Bank Keycard	
main+022719E6	赌场的导览图	カジノの案内図	Casino Map	
main+022719E7	安保钥匙	セキュリティキー	Security Keycard	
main+022719E8	船舱的导览图	船内の案内図	Cruise Ship Map	
main+022719E9	餐厅的会员证	レストランの会員証	Membership Card	
main+022719EA	VIP的介绍信	VIPの紹介状	Vip Invitation	
main+022719EB	朱红色圆盘	朱色の円盤	Vermilion Disk	
main+022719EC	朱红色圆盘	朱色の円盤	Vermilion Disk	
main+022719ED	RESERVE	リザーブ	RESERVE	
main+022719EE	勾绳	ワイヤーフック	Grappling Hook	
main+022719EF	研究所的设计图	建物の青写真	Building Blueprint	
main+022719F0	建筑物的蓝图	研究所の設計図	Lab Blueprint	
main+022719F1	工作人员识别证	関係者用ID	Personnel ID	
main+022719F2	老旧的录像带	古びたビデオテープ	Old Videotape	
main+022719F3	未使用	未使用	Unused	
main+022719F4	现代炼肌术	近代錬筋術	The Beefcake Book	
main+022719F5	RESERVE	リザーブ	RESERVE	
main+022719F6	RESERVE	リザーブ	RESERVE	
main+022719F7	RESERVE	リザーブ	RESERVE	
main+022719F8	RESERVE	リザーブ	RESERVE	
main+022719F9	RESERVE	リザーブ	RESERVE	
main+022719FA	RESERVE	リザーブ	RESERVE	
main+022719FB	RESERVE	リザーブ	RESERVE	
main+022719FC	RESERVE	リザーブ	RESERVE	
main+022719FD	RESERVE	リザーブ	RESERVE	
main+022719FE	RESERVE	リザーブ	RESERVE	
main+022719FF	RESERVE	リザーブ	RESERVE	
main+02271A00	RESERVE	リザーブ	RESERVE	
main+02271A01	RESERVE	リザーブ	RESERVE	
main+02271A02	RESERVE	リザーブ	RESERVE	
main+02271A03	RESERVE	リザーブ	RESERVE	
main+02271A04	未使用	未使用	Unused	
main+02271A05	未使用	未使用	Unused	
main+02271A06	未使用	未使用	Unused	
main+02271A07	未使用	未使用	Unused	
main+02271A08	未使用	未使用	Unused	
main+02271A09	未使用	未使用	Unused	
main+02271A0A	未使用	未使用	Unused	
main+02271A0B	未使用	未使用	Unused	
main+02271A0C	未使用	未使用	Unused	
main+02271A0D	未使用	未使用	Unused	
main+02271A0E	未使用	未使用	Unused	
main+02271A0F	未使用	未使用	Unused	
main+02271A10	未使用	未使用	Unused	
main+02271A11	未使用	未使用	Unused	
main+02271A12	未使用	未使用	Unused	
main+02271A13	未使用	未使用	Unused	
main+02271A14	未使用	未使用	Unused	
main+02271A15	未使用	未使用	Unused	
main+02271A16	未使用	未使用	Unused	
main+02271A17	未使用	未使用	Unused	
main+02271A18	RESERVE	リザーブ	RESERVE	
main+02271A19	RESERVE	リザーブ	RESERVE	
main+02271A1A	RESERVE	リザーブ	RESERVE	
main+02271A1B	RESERVE	リザーブ	RESERVE	
main+02271A1C	RESERVE	リザーブ	RESERVE	
main+02271A1D	RESERVE	リザーブ	RESERVE	
main+02271A1E	RESERVE	リザーブ	RESERVE	
main+02271A1F	RESERVE	リザーブ	RESERVE	
main+02271A20	RESERVE	リザーブ	RESERVE	
main+02271A21	RESERVE	リザーブ	RESERVE	
main+02271A22	RESERVE	リザーブ	RESERVE	
main+02271A23	RESERVE	リザーブ	RESERVE	
main+02271A24	RESERVE	リザーブ	RESERVE	
main+02271A25	RESERVE	リザーブ	RESERVE	
main+02271A26	RESERVE	リザーブ	RESERVE	
main+02271A27	RESERVE	リザーブ	RESERVE	
main+02271A28	RESERVE	リザーブ	RESERVE	
main+02271A29	RESERVE	リザーブ	RESERVE	
main+02271A2A	RESERVE	リザーブ	RESERVE	
main+02271A2B	RESERVE	リザーブ	RESERVE	
main+02271A2C	RESERVE	リザーブ	RESERVE	
main+02271A2D	集章卡	スタンプシート	Stamp Book	
main+02271A2E	明星璃璃奈的新歌CD	明星リリナの新曲CD	Star Lilina's New CD	
main+02271A2F	小巧的钥匙	小さな鍵	Small Key	
main+02271A30	约瑟的星石	ジョゼのホシ	Jose's Star	
main+02271A31	拼木工艺书签	寄木細工のしおり	Intricate Bookmark	
main+02271A32	星形水盘	星形の水盤	Star Water Tray	
main+02271A33	来自贵人的信函	貴人からの書状	Letter from Royalty	
main+02271A34	飞镖免费券	ダーツ無料券	Free Darts Ticket	
main+02271A35	色欲的红色欲石	色欲の赤いイシ	Red Lust Seed	
main+02271A36	色欲的绿色欲石I	色欲の緑のイシ	Green Lust Seed	
main+02271A37	色欲的蓝色欲石I	色欲の青いイシ	Blue Lust Seed	
main+02271A38	RESERVE	リザーブ	RESERVE	
main+02271A39	虚荣的红色欲石	虚飾の赤いイシ	Red Vanity Seed	
main+02271A3A	虚荣的绿色欲石	虚飾の緑のイシ	Green Vanity Seed	
main+02271A3B	虚荣的蓝色欲石	虚飾の青いイシ	Blue Vanity Seed	
main+02271A3C	RESERVE	リザーブ	RESERVE	
main+02271A3D	暴食的红色欲石	暴食の赤いイシ	Red Gluttony Seed	
main+02271A3E	暴食的绿色欲石	暴食の緑のイシ	Green Gluttony Seed	
main+02271A3F	暴食的蓝色欲石	暴食の青いイシ	Blue Gluttony Seed	
main+02271A40	RESERVE	リザーブ	RESERVE	
main+02271A41	愤怒的红色欲石	憤怒の赤いイシ	Red Wrath Seed	
main+02271A42	愤怒的绿色欲石	憤怒の緑のイシ	Green Wrath Seed	
main+02271A43	愤怒的蓝色欲石	憤怒の青いイシ	Blue Wrath Seed	
main+02271A44	RESERVE	リザーブ	RESERVE	
main+02271A45	贪婪的红色欲石	強欲の赤いイシ	Red Greed Seed	
main+02271A46	贪婪的绿色欲石	強欲の緑のイシ	Green Greed Seed	
main+02271A47	贪婪的蓝色欲石	強欲の青いイシ	Blue Greed Seed	
main+02271A48	RESERVE	リザーブ	RESERVE	
main+02271A49	嫉妒的红色欲石	嫉妬の赤いイシ	Red Jealousy Seed	
main+02271A4A	嫉妒的绿色欲石	嫉妬の緑のイシ	Green Jealousy Seed	
main+02271A4B	嫉妒的蓝色欲石	嫉妬の青いイシ	Blue Jealousy Seed	
main+02271A4C	RESERVE	リザーブ	RESERVE	
main+02271A4D	傲慢的红色欲石	傲慢の赤いイシ	Red Pride Seed	
main+02271A4E	傲慢的绿色欲石	傲慢の緑のイシ	Green Pride Seed	
main+02271A4F	傲慢的蓝色欲石	傲慢の青いイシ	Blue Pride Seed	
main+02271A50	RESERVE	リザーブ	RESERVE	
main+02271A51	悲叹的红色欲石	悲嘆の赤いイシ	Red Sorrow Seed	
main+02271A52	悲叹的绿色欲石	悲嘆の緑のイシ	Green Sorrow Seed	
main+02271A53	悲叹的蓝色欲石	悲嘆の青いイシ	Blue Sorrow Seed	
