HEX	名称	JP_NAME	EN_NAME	备注
01FE	灵魂糖果	ソウルドロップ	Soul Drop	道具
01FF	灵魂鼻烟壶	スナフソウル	Snuff Soul	道具
0200	灵魂口香糖	チューインソウル	Chewing Soul	道具
0201	灵魂食品	ソウルフード	Soul Food	道具
0202	返地玉	地返しの玉	Revival Bead	道具
0203	返魂香	反魂香	Balm of Life	道具
0204	蜂王浆	ロイヤルゼリー	Royel Jelly	道具
0205	有机草药	未使用アイテム	Organic Herb	未使用道具
0206	揭露丸	ディスクローズ	Disclose	道具
0207	精神安定剂	精神安定剤	Tranquilizer	道具
0208	索.麝香猫	未使用アイテム	Kopi Luwak	未使用道具
0209	回家轨道	カエレール	Goho-M	道具
020A	遁逃弹	ドロン玉	Vanish Ball	道具
020B	苏摩	ソーマ	Soma	道具
020C	甘露汽水	アムリタソーダ	Amrita Soda	道具
020D	六芒星	ヒランヤ	Hiranya	道具
020E	肌肉饮料	マッスルドリンコ	Muscle Drink	道具
020F	神秘食品	ミステリーフード	Odd Morsel	道具
0210	香气卤汁	スメルグレイビー	Rancid Gravy	道具
0211	黄昏羽翼	黄昏の羽根	Plume of Dusk	道具
0212	魔反镜	魔反鏡	Magic Mirror	道具
0213	物反镜	物反鏡	Physical Mirror	道具
0214	乾坤圈	乾坤圏	Universe Ring	道具
0215	斯雷普尼尔	スレイプニル	Sleipnir	道具
0216	黑曜石之镜	黒曜石の鏡	Obsidian Mirror	道具
0217	黑曜石之镜	お清めの水	Purifying Water	道具
0218	清净之盐	お清めの塩	Purifying Salt	道具
0219	冲天炮	ロケット花火	Firecracker	道具
021A	三寸玉	三寸玉	San-zun Tama	道具
021B	冰块	角氷	Ice Cube	道具
021C	干冰	ドライアイス	Dry Ice	道具
021D	风车	風車	Pinwheel	道具
021E	弥七	弥七	Yashichi	道具
021F	拨浪鼓	デンデン太鼓	Ball Lightning	道具
0220	特斯拉线圈	デスラコイル	Tesla Coil	道具
0221	气球炸弹	風船爆弾	Smart Bomb	道具
0222	施饿鬼米	せがき米	Segami Rice	道具
0223	咒杀纸	呪殺ペーパー	Curse Paper	道具
0224	猛火勾玉	猛火の勾玉	Flame Magatama	道具
0225	暴风勾玉	暴風の勾玉	Wind Magatama	道具
0226	极寒勾玉	極寒の勾玉	Freeze Magatama	道具
0227	万雷勾玉	万雷の勾玉	Bolt Magatama	道具
0228	人造人	ホムンクルス	Homunculus	道具
0229	解除药	解除薬	Removal Potion	空栏
022A	假克加弹	コウガ玉仮	Kouga Ball	道具
022B	假玛哈克哈弹	マハコウハ玉仮	Makouha Ball	道具
022C	假杰卡弹	ジェガ玉仮	Eiga Ball	道具
022D	假玛哈杰多弹	マハジェド玉仮	Maeiga Ball	道具
022E	假赛欧弹	サイオ玉仮	Psio Ball	道具
022F	假玛哈赛弹	マハサイ玉仮	Mapsi Ball	道具
0230	假芙雷拉弹	フレイラ玉仮	Freila Ball	道具
0231	假玛哈芙雷弹	マハフレイ玉仮	Mafrei Ball	道具
0232	核热勾玉	核熱の勾玉	Nuke Magatama	道具
0233	念动勾玉	念動の勾玉	Psy Magatama	道具
0234	祝福勾玉	祝福の勾玉	Bless Magatama	道具
0235	咒怨勾玉	呪怨の勾玉	Curse Magatama	道具
0236	料理	料理	Cooking	道具
0237	零食	お菓子	Snack	道具
0238	果汁1	ジュース1	Shoes 1	道具
0239	果汁2	ジュース2	Shoes 2	道具
023A	果汁3	ジュース3	Shoes 3	道具
023B	果汁吧台1	ジューサーバー1	Juice Bar 1	道具
023C	果汁吧台2	ジューサーバー2	Juice Bar 2	道具
023D	果汁吧台3	ジューサーバー3	Juice Bar 3	道具
023E	果汁吧台4	ジューサーバー4	Juice Bar 4	道具
023F	营养饮料1	栄養ドリンク1	Energy Drink 1	道具
0240	营养饮料2	栄養ドリンク2	Energy Drink 2	道具
0241	营养饮料3	栄養ドリンク3	Energy Drink 3	道具
0242	罐装果汁1	缶ジュース1	Soda 1	道具
0243	罐装果汁2	缶ジュース2	Soda 2	道具
0244	罐装果汁3	缶ジュース3	Soda 3	道具
0245	罐装果汁4	缶ジュース4	Soda 4	道具
0246	军粮1	ミリメシ1	Ration 1	道具
0247	军粮2	ミリメシ2	Ration 2	道具
0248	军粮3	ミリメシ3	Ration 3	道具
0249	药妆店1	ドラッグストア1	Drug Store 1	空栏
024A	药妆店2	ドラッグストア2	Drug Store 2	空栏
024B	药妆店3	ドラッグストア3	Drug Store 3	空栏
024C	药妆店4	ドラッグストア4	Drug Store 4	空栏
024D	药妆店5	ドラッグストア5	Drug Store 5	空栏
024E	药妆店6	ドラッグストア6	Drug Store 6	道具
024F	药妆店7	ドラッグストア7	Drug Store 7	道具
0250	药妆店8	ドラッグストア8	Drug Store 8	道具
0251	药妆店9	ドラッグストア9	Drug Store 9	道具
0252	药妆店10	ドラッグストア10	Drug Store 10	道具
0253	药妆店11	ドラッグストア11	Drug Store 11	空栏
0254	药妆店12	ドラッグストア12	Drug Store 12	空栏
0255	特殊咖啡1	特殊コーヒー1	Special Coffee 1	空栏
0256	特殊咖啡2	特殊コーヒー2	Special Coffee 2	空栏
0257	二连牙	二連牙	Double Fangs	空栏
0258	双胞胎专用全倒技	ふたご専用全ダウン技	Twins Down Attack	空栏
0259	卡萝・杖	カロ・ロッド	Caro Rod	空栏
025A	卡萝・攻击	カロ・アタック	Caro Attack	空栏
025B	米吉多拉翁	メギドラオン	Megidolaon	空栏
025C	统治之光	統制の光芒	Rays of Control	空栏
025D	统治之光	統制の光芒	Rays of Control	空栏
025E	统治之光	統制の光芒	Rays of Control	空栏
025F	统治之光	統制の光芒	Rays of Control	空栏
0260	光之箭	光の矢	Arrow of Light	空栏
0261	漫射光箭	乱反射する光の矢	Diffraction Arrow	空栏
0262	横劈光刃	薙ぎ払う光の刃	Light Edge	空栏
0263	终结无尽光	収束する無尽の光	Gathering Light	空栏
0264	圣杯无尽光	聖杯無尽光	Eternal Light	空栏
0265	圣光转生	光輪転成	Holy Change	空栏
0266	扭曲的波动	歪みの波動	Distortion Wave	空栏
0267	强韧之法	強靭の法	Tough Law	空栏
0268	脆弱之法	脆弱の法	Frail Law	空栏
0269	崭新创造	新たなる創造	New Creation	空栏
026A	真 ・扭曲的波动	真・歪みの波動	Distortion Surge	空栏
026B	光之箭	光の矢	Arrow of Light	空栏
026C	剑创造	剣の創造	Manifest Sword	空栏
026D	枪创造	銃の創造	Manifest Gun	空栏
026E	钟创造	鐘の創造	Manifest Bell	空栏
026F	断罪之剑	断罪の剣	Sword of Judgment	空栏
0270	枪刑	銃刑	Capital Punishment	空栏
0271	书创造	書の創造	Manifest Book	空栏
0272	扭曲的色欲	歪んだ色欲	Distorted Lust	空栏
0273	福音	福音	Gospel	空栏
0274	扭曲的愤怒	歪んだ憤怒	Distorted Wrath	空栏
0275	扭曲的虚荣	歪んだ虚飾	Distorted Vanity	空栏
0276	救济之诗	救済の詩	Song of Salvation	空栏
0277	神怒槌	神の怒槌	Wrath of God	空栏
0278	扭曲的暴食	歪んだ暴食	Distorted Gluttony	空栏
0279	扭曲的嫉妒	歪んだ嫉妬	Distorted Envy	空栏
027A	镇抚之诗	鎮撫の詩	Song of Placation	空栏
027B	神意高潮	神意の高潮	Divine Apex	空栏
027C	统治之光	統制の光芒	Rays of Control	空栏
027D	扭曲的贪婪	歪んだ強欲	Distorted Avarice	空栏
027E	民心所向	大衆の望み	Will of the People	空栏
027F	统治之光	統制の光芒	Rays of Control	空栏
0280	士气支援	モラルサポート	Moral Support	
0281	动态支援	アクティブサポート	Active Support	
0282	心灵入侵	真理ハッキング	Mental Hack	
0283	紧急状态	エマージェンシー	Emergency Shift	
0284	终极防御	ファイナルガード	Final Guard	
0285	位置入侵	ポジションハック	Position Hack	
0286	热血运动交涉	ハイアナライズ	High Analyze	
0287	宝物探知	お宝スキミング	Treasure Skimmer	
0288	辅助恢复HP改	サブリカバーHP改	Subrecover HP EX	
0289	辅助恢复SP改	サブリカバーSP改	Subrecover SP EX	
028A	超级大爆炸优惠	ビッグバン大サービス	Big Bang Treat	空栏
028B	弹飞啦!	はじけ飛んだ！	Explosion!	空栏
028C	弹飞啦!	はじけ飛んだ！	Explosion!	空栏
028D	弹飞啦!	はじけ飛んだ！	Explosion!	空栏
028E	大爆炸・点单	ビッグバン・オーダー	Big Bang Order	空栏
028F	轮盘时间	ルーレットタイム	Roulette Time	空栏
0290	滚轴猛击	コロバッシャー	Trip-Upper	
0291	色欲的刚球	色欲の剛球(仮)	Lust Sphere	
0292	一枪倒地2	ダウンショット2	Down Shot 2	空栏
0293	一枪倒地3	ダウンショット3	Down Shot 3	空栏
0294	一枪倒地4	ダウンショット4	Down Shot 4	空栏
0295	电子音乐攻击	エレクトロアタック	Electro Attack	
0296	大罪穿甲弹	大罪の徹甲弾	Sinful Shell	
0297	刀追击	フォローブレード	Follow Black	空栏
0298	召唤	召喚	Summon	空栏
0299	目伪怒	目偽怒	Madara-Megido	空栏
029A	咖喱防升	カレー防昇	Curry Raku	空栏
029B	利敌行为	利敵行為	Enemy Benefit	空栏
029C	迪亚拉翰	ディアラハン	Diarahan	空栏
029D	咖喱速升	カレー速昇	Curry Suku	空栏
029E	诱捕弹	オトリ玉	Decoy Ball	空栏
029F	超诱捕弹	超オトリ玉	Super Decoy Ball	空栏
02A0	肥胖波动	メタボ・ウェーブ	Metabolic Wave	空栏
02A1	胜利之剑	レーヴァテイン	Laevateinn	
02A2	死亡行进	デスパレード	Desperation	空栏
02A3	失控的邀请	暴走のいざない	Call of Chaos	空栏
02A4	大爆炸挑战	ビッグバン・チャレンジ	Big Bang Challenge	空栏
02A5	圣杯无尽光2	聖杯無尽光2	Grail Light 2	空栏
02A6	米吉多拉	メギドラ	Megidola	空栏
02A7	愤怒传播	憤怒の伝播	Rage Transmission	空栏
02A8	百裂巴掌	百烈ビンタ	Hundred Slaps	空栏
02A9	扭曲的傲慢	歪んだ傲慢	Distorted Pride	空栏
02AA	神罚	神罰	Divine Punishment	空栏
02AB	民意	大衆の望み	Will of the People	空栏
02AC	真空刃	真空刃	Wind Cutter	空栏
02AD	扫射	乱れ撃ち	Shoot Up	空栏
02AE	董事铁拳	役員パンチ	Executive Punch	空栏
02AF	米吉多拉翁	メギドラオン	Megidolaon	空栏
02B0	空间杀法	空間殺法	Vorpal Blade	空栏
02B1	米吉多拉翁	メギドラオン	Megidolaon	空栏
02B2	大爆炸汉堡	ビッグバンバーガー	Big Bang Burger	空栏
02B3	春日地球汉堡	春のアースバーガー	Earth Burger	空栏
02B4	夏日火星汉堡	夏のマーズバーガー	Mars Burger	空栏
02B5	秋日月球汉堡	秋のムーンバーガー	Moon Burger	空栏
02B6	冬日土星汉堡	冬のサターンバーガー	Saturn Burger	空栏
02B7	芮丝的攻击	ジュスのアタック	Justine Attack	空栏
02B8	卡萝的攻击	カロのアタック	Caroline Attack	空栏
02B9	咖喱魔反	カレー魔反	Curry Makara	空栏
02BA	咖喱物反	カレー物反	Curry Tetra	空栏
02BB	咖喱死防	カレー死防	Curry Endure	空栏
02BC	咖喱气势	カレー気合	Curry Charge	空栏
02BD	咖喱集中	カレー集中	Curry Concentrate	空栏
02BE	咖喱全升	カレー全昇	Curry Heat Riser	空栏
02BF	魔法障壁	魔法の壁	Magic Wall	
02C0	华彩乐段	カデンツァ	Cadenza	
02C1	十文字斩	十文字斬り	Cross Slash	
02C2	冥府之门	冥府の扉	Door of Hades	
02C3	祸津曼陀罗	マガツマンダラ	Magatsu Mandala	
02C4	辉箭	輝矢	Shining Arrows	
02C5	弦艺猛兽	ストリングアーツ猛獣	Beast Weaver	
02C6	泰坦之战	ティタノマキア	Titanomachia	
02C7	炼狱之翼	煉獄の翼	Abyssal Wings	
02C8	圣谭曲	オラトリオ	Oratario	
02C9	数万真言	幾万の真言	Myriad Truths	
02CA	新华彩乐段	ネオ・カデンツァ	Neo Cadenza	
02CB	虚无艺术	アカシャアーツ	Akashic Arts	
02CC	幻影秀	ファントムショー	Phantom Show	
02CD	混乱珠	混乱玉	Confuse Ball	空栏
02CE	洗礼珠	洗礼玉	Baptism Ball	空栏
02CF	除灵珠	除霊玉	Exorcism Ball	空栏
02D0	米吉多	メギド	Megido	空栏
02D1	米吉多拉	メギドラ	Megidola	空栏
02D2	米吉多拉翁	メギドラオン	Megidolaon	空栏
02D3	殴打	叩きつけ	Slam	空栏
02D4	百万吨袭击	メガトンレイド	Megaton Raid	空栏
02D5	一枪毙命	ワンショットキル	One-shot Kill	空栏
02D6	炼狱	インフェルノ	Inferno	空栏
02D7	钻石星尘	ダイヤモンドダスト	Diamond Dust	空栏
02D8	万劫磷光	万劫たる燐光	Eternal Radiance	空栏
02D9	万魔混沌	万魔の混沌	Tyrant Chaos	空栏
02DA	新咖喱1	新カレー1	New Curry 1	空栏
02DB	新咖喱2	新カレー2	New Curry 2	空栏
02DC	武见全复生药	タケミナオキール	Reviv-All	空栏
02DD	武见全复生药Z	タケミナオキールZ	Reviv-All Z	空栏
02DE	黑化明智・追击用	黒アケチ・追撃用	Dark Akechi-For pursuing	空栏
02DF	黑化明智・枪追击用	黒アケチ・銃追撃用	Dark Akechi-For Gun pursuing	空栏
02E0	不羁交涉	ワイルドトーク	Wild Talk	空栏
02E1	换手	バトンタッチ	Baton Pass	空栏
02E2	不良少年交涉	ヤンキートーク	Punk Talk	空栏
02E3	强夺秘宝	オタカラ強奪	Pickpocket	空栏
02E4	纸扇恢复	ハリセンリカバー	Harisen Recovery	空栏
02E5	掩护	かばう	Protect	空栏
02E6	女子交涉	ガールズトーク	Girl Talk	空栏
02E7	假哭	ウソ泣き	Crocodile Tears	空栏
02E8	色诱术	悩殺術	Sexy Technique	空栏
02E9	超凡交涉	ディテクティヴトーク	Detective Talk	空栏
02EA	艺术交涉	アーティストトーク	Artist Talk	空栏
02EB	交涉术	交渉術	Negotiating	空栏
02EC	募集经费	支援金集め	Fundraising	空栏
02ED	印象操作术	印象操作術	Manipulation	空栏
02EE	人心掌握术	人心掌握術	Mind Control	空栏
02EF	魅力演讲术	カリスマ演説術	Charisma Speech	空栏
02F0	黑带交涉	ガリベントーク	Brainiac Talk	空栏
02F1	运子帷幄	駒さばき	Sabaki	空栏
02F2	围崩	囲い崩し	Kakoi Kuzushi	空栏
02F3	投子	投了	Touryou	空栏
02F4	东乡系统	東郷システム	Togo System	空栏
02F5	随意开火	ランダムファイア	Bullet Hail	空栏
02F6	威吓射击	威嚇射撃	Warning Shot	空栏
02F7	上流交涉	セレブトーク	Celeb Talk	空栏
02F8	猫咪交涉	ニャンコトーク	Kitty Talk	空栏
02F9	马琳卡琳	マリンカリン	Marin Karin	空栏
02FA	花花公子的奥义	女殺しの奥義	Womanizing	空栏
02FB	加倍奉还的愤慨	倍返しの憤激	Indignant Revenge	空栏
02FC	治愈之力溢出了!	癒しの力が漏れた！	Healing Power	空栏
02FD	治愈之力溢出了!	癒しの力が漏れた！	Healing Power	空栏
02FE	挑衅	挑発	Taunt	空栏
02FF	玉虫颜色变化	玉虫色変化	Iridescent Change	空栏
0300	勇气之击	ブレイブザッパー	Brave Blade	空栏
0301	俯冲突击	アサルトダイブ	Assault Dive	空栏
0302	骇鸦	テラークロー	Terror Claw	空栏
0303	布芙达因	ブフダイン	Bufudyne	空栏
0304	赛达因	サイダイン	Psiodyne	空栏
0305	玛哈吉欧加	マハジオンガ	Mazionga	空栏
0306	玛哈吉欧达因	マハジオダイン	Maziodyne	空栏
0307	玛哈耶加	マハジェガ	Maeiga	空栏
0308	玛哈耶加翁	マハジェガオン	Maeigaon	空栏
0309	亚当技能5	アダムスキル5	Adam Skill 5	空栏
030A	亚当技能6	アダムスキル6	Adam SKill 6	空栏
030B	空间杀法	空間殺法	Vorpal Blade	空栏
030C	摩纳・龙司合体技	モナ・リュウジ合体技	Mona/Ryuji Unison Attack	合体技
030D	摩纳・杏合体技	モナ・アン合体技	Mona/Ann Unison Attack	合体技
030E	摩纳・春合体技	モナ・ハル合体技	Mona/Haru Unison Attack	合体技
030F	佑介・杏合体技	ユウスケ・アン合体技	Yusuke/Ann Unison Attack	合体技
0310	龙司・佑介合体技	リュウジユウスケ合体技	Ryuji/Yusuke Unison Attack	合体技
0311	龙司・真合体技	リュウジ・マコト合体技	Ryuji/Makoto Unison Attack	合体技
0312	主角・明智合体技	主人公・アケチ合体技	Protag/Akechi Unison Attack	合体技
0313	真・春合体技	マコト・ハル合体技	Makoto/Haru Unison Attack	合体技
0314	未使用:明智合体技	未使用:アケチ合体技	UNUSED: Akechi Unison Attack	合体技
0315	主角・霞合体技	主人公・かすみ合体技	Protag/Kasumi Unison Attack	合体技
0316	摩纳・龙司合体技	モナ・リュウジ合体技	Mona/Ryuji Unison Attack	合体技
0317	摩纳・杏合体技	モナ・アン合体技	Mona/Ann Unison Attack	合体技
0318	摩纳・春合体技	モナ・ハル合体技	Mona/Haru Unison Attack	合体技
0319	佑介・杏合体技	ユウスケ・アン合体技	Yusuke/Ann Unison Attack	合体技
031A	龙司・佑介合体技	リュウジユウスケ合体技	Ryuji/Yusuke Unison Attack	合体技
031B	龙司・真合体技	リュウジ・マコト合体技	Ryuji/Makoto Unison Attack	合体技
031C	主角・明智合体技	主人公・アケチ合体技	Protag/Akechi Unison Attack	合体技
031D	真・春合体技	マコト・ハル合体技	Makoto/Haru Unison Attack	合体技
031E	未使用:明智合体技	未使用:アケチ合体技	UNUSED: Akechi Unison Attack	合体技
031F	主角・霞合体技	主人公・かすみ合体技	Protag/Kasumi Unison Attack	合体技
0320	反击	カウンタ	Counter	
0321	重反击	ヘビーカウンタ	Counterstrike	
0322	超反击	ハイパーカウンタ	High Counter	
0323	燃烧耐性	炎上耐性	Resist Burn	
0324	燃烧无效	炎上無効	Null Burn	
0325	强忍	食いしばり	Endure	
0326	不屈斗志	不屈の闘志	Enduring Soul	
0327	冻结耐性	凍結耐性	Resist Freeze	
0328	冻结无效	凍結無効	Null Freeze	
0329	生还把戏	生還トリック	Survival Trick	
032A	火焰识破	火炎見切り	Dodge Fire	
032B	极・火焰识破	極・火炎見切り	Evade Fire	
032C	冰冻识破	氷結見切り	Dodge Ice	
032D	极・冰冻识破	極・氷結見切り	Evade Ice	
032E	疾风识破	疾風見切り	Dodge Wind	
032F	极・疾风识破	極・疾風見切り	Evade Wind	
0330	电击识破	電撃見切り	Dodge Elec	
0331	极・电击识破	極・電撃見切り	Evade Elec	
0332	物理识破	物理見切り	Dodge Phys	
0333	极・物理识破	極・物理見切り	Evade Phys	
0334	火焰强化	火炎ブースタ	Fire Boost	
0335	高级火焰强化	火炎ハイブースタ	Fire Amp	
0336	冰冻强化	氷結ブースタ	Ice Boost	
0337	高级冰冻强化	氷結ハイブースタ	Ice Amp	
0338	疾风强化	疾風ブースタ	Wind Boost	
0339	高级疾风强化	疾風ハイブースタ	Wind Amp	
033A	电击强化	電撃ブースタ	Elec Boost	
033B	高级电击强化	電撃ハイブースタ	Elec Amp	
033C	大天使的庇佑	大天使の加護	Angelic Grace	
033D	诸神庇佑	神々の加護	Divine Grace	
033E	小治愈促进	小治癒促進	Regenerate 1	
033F	中治愈促进	中治癒促進	Regenerate 2	
0340	大治愈促进	大治癒促進	Regenerate 3	
0341	祝福识破	祝福見切り	Dodge Bless	
0342	咒怨识破	呪怨見切り	Dodge Curse	
0343	小气功	小気功	Invigorate 1	
0344	中气功	中気功	Invigorate 2	
0345	大气气功	大気功	Invigorate 3	
0346	极.祝福识破	極・祝福見切り	Evade Bless	
0347	极.咒怨识破	極・呪怨見切り	Evade Curse	
0348	攻击诀窍	攻撃の心得	Attack Master	
0349	自动玛哈塔尔卡	マハタルカオート	Auto-Mataru	
034A	触电耐性	感電耐性	Resist Shock	
034B	防御诀窍	防御の心得	Defense Master	
034C	自动玛哈拉库卡	マハラクカオート	Auto-Maraku	
034D	触电无效	感電無効	Null Shock	
034E	敏捷诀窍	素早さの心得	Speed Master	
034F	自动玛哈斯库卡	マハスクカオート	Auto-Masuku	
0350	饥饿耐性	空腹耐性	Resist Hunger	
0351	饥饿无效	空腹無効	Null Hunger	
0352	急速恢复	急速回復	Fast Heal	
0353	瞬间恢复	瞬間回復	Insta-Heal	
0354	武道诀窍	武道の心得	Arms Master	
0355	魔术的资质	魔術の素養	Spell Master	
0356	狂怒时攻击力UP	激怒時攻擊力UP	Rage Atk Up	
0357	指导	コーチング	Sharp Student	
0358	建言	アドバイス	Apt Pupil	
0359	蚁之舞	アリ・ダンス	Ali Dance	
035A	不动如山	仁王立ち	Firm Stance	
035B	经验值1.5倍	経験值1.5倍	Plus 50% EXP	
035C	胜利气息	勝利の息吹	Life Aid	
035D	胜利咆哮	勝利の雄たけび	Victory Cry	
035E	初级成长	ローグロウ	Growth 1	
035F	中级成长	ミドルグロウ	Growth 2	
0360	高级成长	ハイグロウ	Growth 3	
0361	不动心	不動心	Unshaken Will	
0362	祝福即死无效	祝福即死無効	Null Bless Insta-kill	
0363	换手	バトンタッチ	Baton Pass	
0364	未使用灵魂接触	ソウルタッチ	Soul Touch	
0365	围崩	囲い崩し	Kakoi Kuzushi	空栏
0366	火焰耐性	火炎耐性	Resist Fire	
0367	火焰无效	火炎無効	Null Fire	
0368	火焰反弹	火炎反射	Repel Fire	
0369	火焰吸收	火炎吸収	Drain Fire	
036A	咒怨即死无效	呪怨即死無効	Null Curse Insta-kill	
036B	冰冻耐性	氷結耐性	Resist Ice	
036C	冰冻无效	氷結無効	Null Ice	
036D	冰冻反弹	氷結反射	Repel Ice	
036E	冰冻吸收	氷結吸収	Drain Ice	
036F	经验值15%UP	経験值15％UP	Plus 15% EXP	
0370	疾风耐性	疾風耐性	Resist Wind	
0371	疾风无效	疾風無効	Null Wind	
0372	疾风反弹	疾風反射	Repel Wind	
0373	疾风吸收	疾風吸収	Drain Wind	
0374	总攻击威力UP	総攻撃威力UP	All-Out Attack Boost	
0375	电击耐性	電撃耐性	Resist Elec	
0376	电击无效	電撃無効	Null Elec	
0377	电击反弹	電撃反射	Repel Elec	
0378	电击吸收	電撃吸収	Drain Elec	
0379	获得金钱UP	入手金額UP	Money Boost	
037A	祝福耐性	祝福耐性	Resist Bless	
037B	祝福无效	祝福無効	Null Bless	
037C	祝福反弹	祝福反射	Repel Bless	
037D	祝福吸收	祝福吸収	Drain Bless	
037E	隐身术	隠れ身	Hide	
037F	咒怨耐性	呪怨耐性	Resist Curse	
0380	咒怨无效	呪怨無効	Null Curse	
0381	咒怨反弹	呪怨反射	Repel Curse	
0382	咒怨吸收	呪怨吸収	Drain Curse	
0383	肉体强化	生体ブースター	Life Boost	
0384	物理耐性	物理耐性	Resist Phys	
0385	物理无效	物理無効	Null Phys	
0386	物理反弹	物理反射	Repel Phys	
0387	物理吸收	物理吸収	Drain Phys	
0388	祝福咒怨无效	祝福呪怨無効	Null Bless/Curse	
0389	异常状态成功率UP	状態異常成功率アップ	Ailment Boost	
038A	哈玛成功率UP	ハマ成功率アップ	Hama Boost	
038B	姆多成功率UP	ムド成功率アップ	Mudo Boost	
038C	枪击命中率5%UP	銃撃命中率5％UP	Gun Accuracy Plus 5%	
038D	武士诀窍	サムライの心得	Samurai Spirit	
038E	晕眩概率UP	目眩率アップ	Dizzy Boost	
038F	混乱概率UP	混乱率アップ	Confuse Boost	
0390	恐惧概率UP	恐怖率アップ	Fear Boost	
0391	遗忘概率UP	忘却率アップ	Forget Boost	
0392	睡眠概率UP	睡眠率アップ	Sleep Boost	
0393	狂怒概率UP	激怒率アップ	Rage Boost	
0394	绝望概率UP	絶望率アップ	Despair Boost	
0395	葛叶的勋章	葛葉の勲章	Kuzunoha Emblem	
0396	洗脑概率UP	洗脳率アップ	Brainwash Boost	
0397	暴击率大UP	クリティカル率大UP	Critical Rate Up (High)	
0398	晕眩耐性	目眩耐性	Resist Dizzy	
0399	混乱耐性	混乱耐性	Resist Confuse	
039A	恐惧耐性	恐怖耐性	Resist Fear	
039B	遗忘耐性	忘却耐性	Resist Forget	
039C	睡眠耐性	睡眠耐性	Resist Sleep	
039D	狂怒耐性	激怒耐性	Resist Rage	
039E	绝望耐性	絶望耐性	Resist Despair	
039F	合体意外发生率UP	合体事故率UP	Fusion Accident Up	
03A0	洗脑耐性	洗脳耐性	Resist Brainwash	
03A1	魔王的境界	魔王の境地	Tyrant's Mind	
03A2	晕眩无效	目眩無効	Null Dizzy	
03A3	混乱无效	混乱無効	Null Confuse	
03A4	恐惧无效	恐怖無効	Null Fear	
03A5	遗忘无效	忘却無効	Null Forget	
03A6	睡眠无效	睡眠無効	Null Sleep	
03A7	狂怒无效	激怒無効	Null Rage	
03A8	绝望无效	絶望無効	Null Despair	
03A9	圣母的细语	聖母の囁き	Holy Whisper	
03AA	洗脑无效	洗脳無効	Null Brainwash	
03AB	圣母的拥抱	聖母の抱擁	Holy Embrace	
03AC	燃烧概率UP	炎上率アップ	Burn Boost	
03AD	冻结概率UP	凍結率アップ	Freeze Boost	
03AE	触电概率UP	感電率アップ	Shock Boost	
03AF	空栏	ブランク	BLANK	空栏
03B0	高压电流	ハイボルテージ	Fortified Moxy	
03B1	逆境的觉悟	逆境の覚悟	Adverse Resolve	
03B2	背水一战	背水の陣	Last Stand	
03B3	亢奋	ヒートアップ	Heat Up	
03B4	空栏	ブランク	BLANK	空栏
03B5	一触即发	タッチアンドゴー	Touch n' Go	
03B6	雨歌	雨に唄えば	Climate Decorum	
03B7	天公不作美	浮かない空	Ambient Aid	
03B8	预备栏	予備枠	RESERVE	空栏
03B9	枪击强化	銃撃ブースター	Snipe	
03BA	高级枪击强化	銃撃ハイブースター	Cripple	
03BB	枪弹狂热	トリガーハッピー	Trigger Happy	
03BC	核热耐性	核熱耐性	Resist Nuke	
03BD	核热无效	核熱無効	Null Nuke	
03BE	核热反弹	核熱反射	Repel Nuke	
03BF	核热吸收	核熱吸収	Drain Nuke	
03C0	预备栏	予備枠	RESERVE	空栏
03C1	念动耐性	念動耐性	Resist Psy	
03C2	念动无效	念動無効	Null Psy	
03C3	念动反弹	念動反射	Repel Psy	
03C4	念动吸收	念動吸収	Drain Psy	
03C5	预备栏	予備枠	RESERVE	空栏
03C6	核热强化	核熱ブースタ	Nuke Boost	
03C7	高级核热强化	核熱ハイブースタ	Nuke Amp	
03C8	预备栏	予備枠	RESERVE	空栏
03C9	念动强化	念動ブースタ	Psy Boost	
03CA	高级念动强化	念動ハイブースタ	Psy Amp	
03CB	色诱术	悩殺術	Sexy Technique	空栏
03CC	核热识破	核熱見切り	Dodge Nuke	
03CD	极・核热识破	極・核熱見切り	Evade Nuke	
03CE	心灵排毒	デトックス	Detox	空栏
03CF	念动识破	念動見切り	Dodge Psy	
03D0	极・念动识破	極・念動見切り	Evade Psy	
03D1	心灵排毒	デトックス	Detox	空栏
03D2	祝福强化	祝福ブースタ	Bless Boost	
03D3	高级祝福强化	祝福ハイブースタ	Bless Amp	
03D4	预备栏	予備枠	RESERVE	空栏
03D5	咒怨强化	呪怨ブースタ	Curse Boost	
03D6	高级咒怨强化	呪怨ハイブースタ	Curse Amp	
03D7	不会被敌人发现	敵に見つからない	Not Found By Enemy	
03D8	魔导才能	魔導の才能	Magic Ability	
03D9	精神耐性	精神耐性	Fortify Spirit	
03DA	万能强化	万能ブースタ	Almighty Boost	
03DB	高级万能强化	万能ハイブースタ	Almighty Amp	
03DC	歼灭一切	フルデストロイア	Zenith Defense	
03DD	灵魂连结	ソウルチェイン	Soul Chain	
03DE	虚荣的复制	虚飾の複製(仮)	Vanity Copy	※效果未实装
03DF	暴食鼻烟壶(暂定)	暴食スナッフ(仮)	Gluttonous Snuff	
03E0	怠惰的防御	怠惰の防御(仮)	Sloth Defense	※效果未实装
03E1	虚荣的赝画	虚飾の偽画	Brush Of Vanity	
03E2	四分活泉	四分の活泉	Life Rise	
